CardNumber,Date,Description,MCC_Cd,Amount,Type,Status,Transaction_ID,Carbon_Calc_f
1411-3241-8383-5603,2022-05-19,Podiatrists and Chiropodists,8049,2111,Debit,Cleared,233849af-df5b-46df-a8f1-66c5a1d4850b,N
1710-0781-4286-7831,2022-02-28,Nursing and Personal Care Facilities,8050,3756,Debit,Cleared,b02ed247-8443-45b1-bbea-bc6ff57d0b66,N
4056-8121-6765-2045,2022-05-11,Hospitals,8062,961,Debit,Cleared,445b538c-1fd5-4882-a209-13c7e020e1e5,N
1177-4547-0278-4503,2022-03-07,Medical and Dental Laboratories,8071,3432,Debit,Cleared,5caf830e-5b95-4a11-9295-0671a0720c8f,N
7474-2421-1771-5866,2022-04-22,Medical Services Health Practitioners - No Elsewhere Classified,8099,3793,Debit,Cleared,64468c4e-2687-4b6a-a093-d7d65403fdf7,N
2187-5166-8816-7885,2022-05-02,Legal Services and Attorneys,8111,3831,Debit,Cleared,d9dab421-9f52-41c9-88d4-7852b40d0afa,N
0363-6237-2162-3151,2022-04-10,Elementary and Secondary Schools,8211,1624,Debit,Cleared,3bb27219-aaeb-402f-b7d1-9c0490b1c15f,N
0373-1428-2370-0035,2022-04-23,"Colleges, Universities, Professional Schools, and Junior Colleges",8220,1644,Debit,Cleared,c32a0618-f852-44c8-b4bf-5bed856e4406,N
5112-5401-3048-6385,2022-03-04,Correspondence Schools,8241,2261,Debit,Cleared,f477d6dc-570a-40b3-bd26-dad19672d0a0,N
1347-6154-0216-7255,2022-04-17,Business and Secretarial Schools,8244,1617,Debit,Cleared,14de4ff7-6879-44f2-a828-84228db44a0a,N
4265-4481-6624-5584,2022-04-05,Trade and Vocational Schools,8249,2042,Debit,Cleared,12356fd9-e44e-47eb-aa49-9630479dc441,N
5014-8505-5363-2260,2022-03-23,Schools and Educational Services - Not Elsewhere Classified,8299,3806,Debit,Cleared,f8a5c7a2-0332-4f05-8e0f-17144d4a7701,N
8212-3112-7560-1582,2022-03-28,Child Care Services,8351,2899,Debit,Cleared,700abf31-4cc3-4fda-bfa2-30c2bad46608,N
0754-3261-0745-8353,2022-05-18,Charitable and Social Service Organizations,8398,1544,Debit,Cleared,73f2bb3b-5dac-40bc-8be6-3e77493ebb66,N
8030-1321-5778-0363,2022-03-20,"Civic, Social, and Fraternal Associations",8641,2055,Debit,Cleared,7a8aacb2-5a97-4ca0-a05c-cb148c3b7d56,N
0412-4446-5072-7874,2022-02-16,Political Organizations,8651,2198,Debit,Processing,ff4b7f06-0ab4-4508-b06e-511dc314c577,N
7427-4263-8377-2751,2022-04-24,Religious Organizations,8661,2402,Debit,Cleared,cc85a551-c80d-4965-962a-e6ed7a1c1136,N
3873-1011-7884-4651,2022-04-26,Automobile Associations,8675,680,Debit,Cleared,c276bb50-e73a-4f0f-8391-927fcbf9089b,N
1411-3241-8383-5603,2022-04-11,Membership Organizations - Not Elsewhere Classified,8699,2976,Debit,Processing,de3d1c93-90ae-4113-b50b-c1a9f96bf7a4,N
2187-5166-8816-7885,2022-05-19,Testing Laboratories (Not Medical) - (Business to Business MCC),8734,3479,Debit,Cleared,91e76acb-e093-4c7b-b2f4-83839d55839f,N
4463-4748-6462-2744,2022-04-15,"Architectural, Engineering, and Surveying Services",8911,2813,Debit,Cleared,7ab9d099-c911-46e9-95ad-428947698b5a,N
2230-3314-3361-3488,2022-03-05,"Accounting, Auditing, and Bookkeeping Services ",8931,3017,Debit,Cleared,9ac37ab7-a6c3-42a5-9f2f-07505382d058,N
6103-0803-7667-1634,2022-04-19,Professional Services - Not Elsewhere Classified,8999,1146,Debit,Cleared,527284e9-87ca-425a-949f-bdc1cf5262cd,N
3128-4025-2617-0310,2022-03-17,"Court Costs, including Alimony and Child Support",9211,332,Debit,Cleared,0a7c44f2-a7cc-4723-aaac-d856a3e3cda8,N
2032-7430-2122-1158,2022-05-07,Fines,9222,2047,Debit,Cleared,70188bf2-c96c-40b5-b382-a3bf689ec749,N
7584-8057-3330-8243,2022-03-04,Bail & Bond Payments,9223,977,Debit,Cleared,21f296fd-5757-43ba-b5b1-1c9d4ead8ff7,N
0150-6226-3665-1580,2022-03-03,Tax Payments,9311,2972,Debit,Cleared,94c7b3a2-1e12-427a-9dff-681ef9bb0fce,N
3221-7806-4080-6767,2022-03-12,Government Services - Not Elsewhere Classified ,9399,2164,Debit,Processing,4e61a14e-fba5-4633-b54c-d80d3feb140c,N
5546-5631-0824-4631,2022-03-04,i-Purchasing,9401,400,Debit,Cleared,657d690c-6f5b-4ce2-82dc-b513db708236,N
7584-8057-3330-8243,2022-02-25,Postal Services,9402,2060,Debit,Cleared,ab33325b-1f90-4e11-bfac-e397aa5e2e9b,N
0143-3057-0734-0500,2022-02-28,U.S. Fed Government Agencies,9405,3996,Debit,Cleared,96bfc6c2-818b-4600-b060-70228a277629,N
1710-0781-4286-7831,2022-04-09,Automated Referral Service,9700,842,Debit,Cleared,58b79ef0-e19c-441a-a315-39948085ba87,N
0150-6226-3665-1580,2022-04-05,Visa Credential Server,9701,2702,Debit,Cleared,17363a4d-18ec-4d41-bef6-eae188383c8c,N
0237-1003-1471-2015,2022-04-17,GCAS Emergency Services,9702,15,Debit,Cleared,0ff85e26-9288-41b5-a5d9-a609a822c1b6,N
5533-3112-6666-5865,2022-03-10,"U.K. Supermarkets, Electronic Hot File",9751,3214,Debit,Cleared,869d0dd0-35ad-4ee9-af71-ed182b710808,N
0754-3261-0745-8353,2022-05-18,"U.K. Petrol Stations, Electronic Hot File",9752,2244,Debit,Cleared,84da630c-e0e3-4d16-9a9d-a38358006cd4,N
6888-6464-5850-1282,2022-03-09,Consumer Electronics/Furniture Store,9753,3005,Debit,Cleared,9203f067-0250-4a75-bc43-96d3abac793f,N
3873-1011-7884-4651,2022-02-17,"Quasi Cash - Gambling-Horse Racing, Dog Racing, State Lotteries",9754,2438,Debit,Cleared,7ecf27fa-3b20-44b3-9373-d0b257bb7c07,N
6103-0803-7667-1634,2022-04-09,Intra-Company Purchases,9950,794,Debit,Cleared,bcbb32b2-1988-4339-8ed3-cfca1f0a8a1b,N
8520-3180-0072-7121,2022-04-29,General Contractor/Residential Building,1520,3267,Debit,Cleared,fae52c73-d395-416e-881a-6c7ff5a88730,N
0143-3057-0734-0500,2022-03-08,"Heating, Plumbing, Air Conditioning Contractors",1711,1668,Debit,Cleared,d5b4a31b-a224-46a3-bfa2-264e09fcfadb,N
1822-3823-4557-5623,2022-04-10,Electrical Contractors,1731,1858,Debit,Cleared,f05d75c1-1a01-465e-8fbb-330188840503,N
1347-6154-0216-7255,2022-02-21,"Masonry, Stonework, Tile Setting, Plastering, Insulation Contractors",1740,1269,Debit,Cleared,41aeb5ec-852b-4ec8-af90-76c75a95888c,N
0022-1236-4331-4884,2022-05-02,Carpentry,1750,3910,Debit,Cleared,906b8c33-c9b1-4a8e-b581-17dfbcf88242,N
3435-4127-8278-2304,2022-04-11,"Roof, Siding, and Sheet Metal Work Contractors",1761,3740,Debit,Cleared,6acac3cf-04d4-4560-9c39-32fae45bed3f,N
8336-7723-5010-8258,2022-02-17,"Contractors, Concrete",1771,3073,Debit,Cleared,1c310bbb-5fc2-43e2-8c59-c3a6e0599be3,N
0363-6237-2162-3151,2022-05-06,Special Trade Contractor - Not Elsewhere Classified,1799,1782,Debit,Cleared,90dc1923-3eab-40b6-b325-26b3642bb934,N
7427-4263-8377-2751,2022-04-17,Miscellaneous Publishing and Printing Services,2741,523,Debit,Cleared,6a56fe3e-4aaa-4952-89c5-0d7171eb10e1,N
3435-4127-8278-2304,2022-05-11,"Typesetting, Plate Making and Related Services (Business to Business MCC)",2791,756,Debit,Cleared,35150f2c-1451-4f7a-9cd3-2d6d02a9ae3b,N
0187-0710-0358-5866,2022-03-05,"Specialty Cleaning, Polishing and Sanitation Preparations (Business to Business MCC)",2842,3104,Debit,Cleared,ad8a4031-305d-4d1d-b82d-ca7d000674eb,N
1283-5710-1470-8321,2022-04-06,United Airlines ,3000,792,Debit,Cleared,22fb3102-87b6-4433-8930-f9868caf33dd,N
1532-0037-7363-6872,2022-03-17,American Airlines ,3001,2667,Debit,Cleared,081317f4-a4dd-4532-94c4-3a08c8927227,N
3768-5806-1760-2402,2022-02-21,Pan American,3002,1540,Debit,Cleared,e8135a5a-e6f3-4a46-a7cd-9978dc66c1dd,N
5533-3112-6666-5865,2022-02-24,Eurofly Airlines,3003,3490,Debit,Cleared,6f5ed6a4-80d4-4326-a7ab-e2fc8fb4d58e,N
5261-2371-4307-3162,2022-04-17,Dragon Airlines,3004,3579,Debit,Cleared,e76794f5-c170-4ca3-9b01-2e64a126d724,N
4038-7060-5125-8207,2022-05-18,British Airways ,3005,3918,Debit,Cleared,87484bc7-1b6f-4547-963c-06ecbe2a5c14,N
1347-6154-0216-7255,2022-05-11,Japan Air Lines ,3006,2061,Debit,Cleared,7e5cbb65-f231-4e76-9a01-6e50bf8d6c00,N
3234-0650-4404-1172,2022-03-14,Air France,3007,2791,Debit,Cleared,4ee3e942-a6cb-4a1e-92da-fa0498d76089,N
5014-8505-5363-2260,2022-04-07,Lufthansa,3008,3009,Debit,Cleared,5c695119-8f4a-4c21-b5d7-23c540d92c8a,N
7427-4263-8377-2751,2022-03-03,Air Canada,3009,1657,Debit,Cleared,1e9db481-b682-4105-ab76-caf81fab87b4,N
1708-2261-7773-7658,2022-04-08,KLM,3010,2711,Debit,Cleared,1873ac26-6b2c-4aaf-9862-8fd9d066418a,N
2728-7313-5247-8151,2022-04-23,AeroFlot,3011,412,Debit,Cleared,331d586f-9c53-401a-9085-be318710cec2,N
1822-3823-4557-5623,2022-04-15,Qantas,3012,1336,Debit,Cleared,c9c6fcf5-3ece-448b-aacc-49504a6ee5b5,N
4475-8677-4266-3710,2022-04-23,Alitalia,3013,3867,Debit,Cleared,2a713258-5222-4037-8e77-062aaa319c06,N
6422-6200-5583-3432,2022-05-10,Saudi Arabian Airlines,3014,2463,Debit,Rejected,877cc3ed-fa4f-4068-9b63-30e8ee0ce9e0,N
6475-8717-0285-1214,2022-03-22,SWISS,3015,3872,Debit,Cleared,8c28aea8-3168-4c65-a533-2db071bb237a,N
2207-4401-2664-3036,2022-02-23,SAS,3016,606,Debit,Cleared,84edd40b-b20b-4e42-922f-7bd290336728,N
3128-4025-2617-0310,2022-02-25,South African Airway ,3017,3069,Debit,Cleared,af3995d4-66cf-4645-bc97-dd743381230b,N
4475-8677-4266-3710,2022-03-19,Varig (Brazil),3018,2295,Debit,Cleared,eb07836c-d3df-4b0f-b2f9-ccc052d54b6a,N
5014-8505-5363-2260,2022-02-23,Air India,3020,3713,Debit,Processing,c12e9d2d-d1f4-4f3d-80ca-62445ce73e69,N
7427-4263-8377-2751,2022-05-08,Air Algerie,3021,2894,Debit,Cleared,6bbbe3ff-ec19-4ea5-940a-62bd5eda3c38,N
0363-6237-2162-3151,2022-03-02,PAL AIR,3022,3920,Debit,Cleared,737aad6d-c2e3-4811-bb71-e783e2e888a1,N
7614-2737-1372-6813,2022-05-11,Mexicana,3023,2510,Debit,Cleared,b8ef4065-fbca-4e2d-9177-404ea8237c75,N
3873-1011-7884-4651,2022-04-16,Pakistan International,3024,1475,Debit,Cleared,9b7b529f-591c-41e6-a4c4-11e51da9d6da,N
0150-6226-3665-1580,2022-02-27,Air New Zealand Ltd. ,3025,345,Debit,Cleared,8c0c3b7e-a8e9-4902-b21f-e98274a4a766,N
8436-1032-3354-5256,2022-04-21,Emirates Airlines,3026,3201,Debit,Cleared,ea26cd8d-da1c-4a72-a4db-5279f1b8d170,N
1634-5504-8266-4571,2022-04-05,UTA/InterAir,3027,288,Debit,Cleared,b4e9877d-bcda-4fa9-ad78-f951915ccbba,N
6103-0803-7667-1634,2022-03-12,Air Malta,3028,656,Debit,Cleared,5e19c974-66cf-49a4-b83a-5babdeb071ac,N
8336-7723-5010-8258,2022-02-18,SN Brussels Airlines - SN BRUSSELS,3029,1887,Debit,Cleared,7b3e71e5-05e1-4d8d-b57c-87c0e640f6a7,N
1627-6537-8884-3428,2022-05-18,Aerolineas Argentinas ,3030,1152,Debit,Cleared,7d6535ab-d0c3-40c1-b518-1dea1b90ae5c,N
8212-3112-7560-1582,2022-03-14,Olympic Airways,3031,3081,Debit,Cleared,dd083e9e-831a-4aa8-8641-6a2cdecdcd4d,N
8673-2441-5605-2407,2022-04-04,El Al,3032,3266,Debit,Cleared,a3965763-bdc4-421b-8f8a-73813fd96acf,N
5156-3222-5835-4034,2022-04-01,Ansett Airlines ,3033,449,Debit,Cleared,bf70c2d9-e9f1-44d5-884c-485e2b8ca5f6,N
5562-6138-2263-2583,2022-03-30,ETIHADAIR,3034,3649,Debit,Cleared,88410dfb-011e-4cd7-bde3-25fcc3083bb4,N
6057-5114-2211-7264,2022-03-29,TAP (Portugal) ,3035,1240,Debit,Cleared,33bb7112-c4b4-469d-b2cb-39eb8ce56d8b,N
5546-5631-0824-4631,2022-03-05,VASP (Brazil),3036,2564,Debit,Cleared,ca80b835-6187-4d6b-b319-54d8dcf50bfc,N
3446-0204-0520-0856,2022-03-30,EgyptAir,3037,1951,Debit,Cleared,f6009a58-a988-418f-ab46-089944312a13,N
0022-1236-4331-4884,2022-04-05,Kuwait Airways ,3038,2842,Debit,Processing,1c1b2e78-24f7-4ba0-a8a3-6d2d919276c4,N
3128-4025-2617-0310,2022-03-21,Avianca,3039,3272,Debit,Processing,29da626c-4efd-468b-9d73-ec1f73f7cbb6,N
8333-3307-1872-8720,2022-04-24,GulfAir (Bahrain) ,3040,995,Debit,Cleared,7fe080ab-6779-4a94-8f65-594e97276c42,N
8333-3307-1872-8720,2022-04-06,Balkan-Bulgarian ,3041,1422,Debit,Cleared,11624d68-2024-4408-9a47-b3a6a393e412,N
1331-3717-0773-2487,2022-03-29,FinnAir,3042,2078,Debit,Cleared,4157bbf3-de50-4862-993f-99c5f121cf02,N
3768-5806-1760-2402,2022-04-19,Aer Lingus,3043,1932,Debit,Cleared,551ded8c-00ee-456c-b242-55267934e718,N
7584-8057-3330-8243,2022-04-21,Air Lanka,3044,396,Debit,Cleared,751e3877-a93d-4ff8-94cb-f51b3ad53bb1,N
0022-1236-4331-4884,2022-03-09,Nigeria Airways ,3045,2473,Debit,Cleared,3b5c4cfc-8335-40f1-b653-f23e5773dcdb,N
6573-1753-6586-3283,2022-05-15,Cruzeiro do Sul (Bra),3046,3873,Debit,Cleared,792141c2-4cde-430b-bd45-b33f8ac12a7b,N
6023-5271-2723-4718,2022-05-16,THY (Turkey),3047,3295,Debit,Cleared,6ec93957-f5d4-428c-9f8f-8547e8379c38,N
6575-4613-6817-7234,2022-03-01,Royal Air Maroc ,3048,310,Debit,Cleared,87730cb0-3cc8-44bf-ae39-731c025aa486,N
2627-5561-2003-6528,2022-02-23,Tunis Air,3049,1948,Debit,Cleared,bbef8f61-5e2a-412c-b791-6c1054809e84,N
6687-3637-6826-1683,2022-05-18,Icelandair,3050,3731,Debit,Cleared,23653c15-6008-4902-a93d-4a5aad741552,N
0143-3057-0734-0500,2022-05-19,Austrian Airlines ,3051,400,Debit,Cleared,5b16c877-21f2-40a0-b541-c8b9b787f1f6,N
5150-6376-4178-0685,2022-04-28,LANAIR,3052,2938,Debit,Cleared,1860f790-f4f2-4515-8ad5-f5f1d0abfdaa,N
5574-6710-1602-3845,2022-04-29,AVIACO (Spain) ,3053,1550,Debit,Cleared,08af1577-1199-48c1-84fc-0e4342fd6999,N
6057-5114-2211-7264,2022-03-21,Ladeco (Chile) ,3054,3415,Debit,Cleared,a1905466-14c5-4fef-8cc5-1b4f59293b10,N
5156-3222-5835-4034,2022-03-31,LAB (Bolivia) ,3055,984,Debit,Cleared,56b9d54c-90f9-4289-b5a1-8aed0ead20c3,N
6103-0803-7667-1634,2022-03-21,JetAir,3056,3469,Debit,Cleared,0687e4e8-19fd-4265-a8e5-5576ca31f84b,N
7880-6862-7238-4167,2022-03-27,Virgin America – VIR AMER,3057,1177,Debit,Cleared,b4140639-909e-4931-8f2a-70af7bf61d10,N
5546-5631-0824-4631,2022-03-01,Delta,3058,2352,Debit,Cleared,355faf11-2ae7-4f70-8a2e-b72647496efd,N
8520-3180-0072-7121,2022-02-16,DBA Airlines-DBA AIR,3059,2650,Debit,Cleared,5134a066-093a-418e-ae57-a2241200bd62,N
2632-3710-8458-8750,2022-04-09,NWA Air,3060,781,Debit,Cleared,79d86804-47dd-4fbf-be6d-49ed57513c25,N
5546-5631-0824-4631,2022-03-28,Continental,3061,3419,Debit,Cleared,c952912d-c1a2-4e8b-8af5-e9b07d4f3691,N
6475-8717-0285-1214,2022-04-05,Hapag-Lloyd Express - HLX,3062,2045,Debit,Cleared,4b61fb3d-2ce7-4908-8c74-dceb9ce7c4a6,N
1627-6537-8884-3428,2022-04-04,US Airways,3063,3276,Debit,Cleared,410313ec-c437-49a6-805d-c757a495285c,N
1671-0005-4252-2213,2022-05-11,Adria Airways,3064,645,Debit,Processing,59a5bb99-c41e-4c49-91b8-902f133dda9c,N
6475-8717-0285-1214,2022-03-13,Airinter (AirInternational),3065,2681,Debit,Cleared,a88978b4-dee7-4641-8d57-9df6c2b88a97,N
1162-2327-0452-3547,2022-05-06,Southwest,3066,2459,Debit,Cleared,63a66252-ce8f-4ed5-9c28-d09f074f7956,N
6475-8717-0285-1214,2022-03-03,AIR STANA,3068,3272,Debit,Cleared,9f6eeed4-56d1-45a6-97ae-04d1da310f67,N
5722-8688-5154-2618,2022-02-20,Sun Country Air,3069,2210,Debit,Cleared,fbeed186-9061-4b8f-8027-18ffb6a04d60,N
1007-1847-0342-1858,2022-04-25,Pacific Southwest Airlines (PSA),3070,1344,Debit,Cleared,8c99e502-b047-4bac-912b-a761080a023f,N
6103-0803-7667-1634,2022-05-11,Air British Columbia ,3071,872,Debit,Cleared,6dcdd8e5-591d-4b18-aa6c-bd74ed99f425,N
6575-4613-6817-7234,2022-02-18,CEBU PAC,3072,1917,Debit,Cleared,0a5d2c2e-abc7-4e7d-ae7d-0cd5d0a40a5d,N
7773-4107-2232-5535,2022-05-10,Air Cal,3073,3582,Debit,Reconciled,d305db4c-2931-4d9b-9f73-7f3c11660696,N
1347-6154-0216-7255,2022-04-08,Singapore Airlines,3075,3978,Debit,Cleared,f1795ce8-e9dc-4fec-9476-fd3951910b7d,N
6520-4224-1523-4421,2022-02-15,Aeromexico,3076,2232,Debit,Cleared,ef3df8e9-841a-4c24-aad3-11efe4a13cdb,N
8673-2441-5605-2407,2022-05-01,Thai Airways,3077,1301,Debit,Cleared,9d3ef484-cec8-46e9-9945-671cdec0fcb0,N
7571-7324-7876-6810,2022-03-12,China Airlines,3078,821,Debit,Cleared,9b3d7e9b-7849-44bc-944c-6a07fa80cfdc,N
5324-5333-3713-1745,2022-04-02,Jetstar Airways - Jetstar,3079,481,Debit,Cleared,a31e45f3-0c59-44cb-9ff3-54a29e189809,N
3234-0650-4404-1172,2022-03-17,Korean Airlines,3082,1213,Debit,Cleared,59d5db8b-c668-479a-a5e7-a8b7e73ceee6,N
3857-1447-6225-5173,2022-03-26,Air Afrique,3083,322,Debit,Cleared,bf6b443a-d380-4372-812e-70369720dbc3,N
5722-8688-5154-2618,2022-03-27,Eva Airlines,3084,2153,Debit,Cleared,f6f1a9ba-196a-4ffb-8b7b-7ed4f3341355,N
8436-1032-3354-5256,2022-03-01,"Midwest Express Airlines, Inc",3085,1095,Debit,Cleared,af9295fa-5b08-4d30-ba47-e0aad11243bf,N
1007-1847-0342-1858,2022-04-09,Metro Airlines,3087,310,Debit,Cleared,10665066-53d6-4f7a-a9a4-936e824a1185,N
5574-6710-1602-3845,2022-05-01,Tans Saero,3089,3998,Debit,Cleared,645951e3-c6fd-43c3-bc96-ce2bbc4581f2,N
0143-3057-0734-0500,2022-03-15,Uni Airways,3090,1128,Debit,Cleared,6e50f94d-a39f-4979-8d27-c92f4f6ed2cd,N
0187-0710-0358-5866,2022-05-06,Zambia Airways,3094,642,Debit,Cleared,152d24b7-ab74-4f8f-95eb-ea1d5460f7e1,N
0237-1003-1471-2015,2022-03-23,Air Zimbabwe,3096,81,Debit,Processing,d7886fd0-31e1-4ad3-8632-a9080a3fba50,N
5112-5401-3048-6385,2022-04-08,Spanair (abbreviation: SPANAIR),3097,1371,Debit,Cleared,d0d604e9-9dd4-4f3e-aa91-ebb62dfeea07,N
2728-7313-5247-8151,2022-03-18,Asiana Airlines,3098,2462,Debit,Cleared,f3fb7b9c-f73d-40cf-b5fb-c0d65c98d899,N
8673-2441-5605-2407,2022-03-02,Cathay Pacific,3099,3389,Debit,Cleared,c95f5bcd-8d63-4a7a-9af7-ce98cff120b8,N
4038-7060-5125-8207,2022-03-25,Malaysian Airline Sys,3100,3,Debit,Cleared,fb8e9a0f-934a-4e36-8b72-a5b231d410e7,N
8421-4157-4756-7652,2022-02-24,Iberia,3102,401,Debit,Cleared,6d95cc51-2e39-4b31-b491-40b9d8dfc681,N
4056-8121-6765-2045,2022-03-22,Garuda (Indonesia),3103,543,Debit,Cleared,81e6161f-bfbd-4fb2-bac6-8fe5e0a0dd35,N
4475-8677-4266-3710,2022-04-28,Piedmont,3105,626,Debit,Cleared,82762e47-9aff-4e67-9168-69118fbcb62b,N
4463-4748-6462-2744,2022-04-20,Braathens S.A.F.E. (Norway) ,3106,1878,Debit,Cleared,b34078e1-11e6-4708-96a2-d684bb41b504,N
5022-8318-8036-5438,2022-04-04,British Midland,3111,2392,Debit,Cleared,1dabede4-5100-4194-adf6-e2750c6f3eb2,N
5022-8318-8036-5438,2022-04-03,Windward Island,3112,1621,Debit,Cleared,d1321e83-99af-48e8-aff5-e77322667f43,N
3768-5806-1760-2402,2022-04-02,Venezolana Int de Aviacion ,3117,1044,Debit,Processing,02d958d7-a162-4b73-bd09-dc1445fa993a,N
3435-4127-8278-2304,2022-04-20,Tan Airlines,3125,3290,Debit,Cleared,a13fdab1-877e-4a3a-83a3-963422ec87dc,N
0237-1003-1471-2015,2022-03-12,Taca International,3127,2725,Debit,Processing,8ac86949-da08-4c4d-ae7d-95ea134b25e5,N
8212-3112-7560-1582,2022-02-27,Surinam Airways,3129,2980,Debit,Cleared,a66a2350-4cf9-4c52-a043-f6f9b7ab5fb4,N
5324-5333-3713-1745,2022-04-16,Sunworld International Airways,3130,1721,Debit,Cleared,a76a5fef-64a7-4821-b44e-773050941d82,N
3234-0650-4404-1172,2022-05-01,VLM Air,3131,2397,Debit,Cleared,45874d3c-8f47-4e65-8ffb-31b03d8667db,N
4837-7356-8265-4327,2022-04-15,Frontier Airlines,3132,2326,Debit,Cleared,a6945067-39d6-405e-bbaf-d7e84ff16b4f,N
8048-2513-1414-5108,2022-04-30,Sudan Airlines,3135,1389,Debit,Cleared,1d870909-1d09-4108-8312-e06cead46e47,N
1177-4547-0278-4503,2022-04-16,Qatar Air,3136,1087,Debit,Cleared,5f095847-0051-4c11-9dff-b249d6e2181d,N
2301-4826-6816-0315,2022-03-20,Seair Alaska,3141,1435,Debit,Cleared,ea9a755d-f24e-47e7-a643-3569d323f4b2,N
1177-4547-0278-4503,2022-03-13,Virgin Atlantic,3144,3089,Debit,Cleared,b353ea7a-55d1-4b0d-ad28-a0dba3146baf,N
1347-6154-0216-7255,2022-03-23,Luxair,3146,1860,Debit,Cleared,8862c300-111a-4743-9176-f0d8c9ca20ad,N
2848-1740-5562-4041,2022-02-19,Air Littoral SA,3148,165,Debit,Cleared,5a645a74-1218-49cd-bfaa-7258467c3910,N
2728-7313-5247-8151,2022-03-06,Air Laire,3151,1129,Debit,Cleared,714c8da2-5b1e-4a49-acca-af2298f5f424,N
3446-0204-0520-0856,2022-03-28,Go Fly,3156,776,Debit,Cleared,e7edc659-9dd6-45d4-a85a-91a87ba030cc,N
1283-5710-1470-8321,2022-05-14,PBA-Provincetwn-Bstn Air,3159,2078,Debit,Cleared,6ecf947d-1d65-4b79-8643-f5dfe18bf079,N
2728-7313-5247-8151,2022-04-16,All Nippon Airways ,3161,1454,Debit,Cleared,033f5c66-ce45-4f83-8646-5d38489e43f5,N
5574-6710-1602-3845,2022-05-15,Norontair,3164,2732,Debit,Cleared,4ea1ec4a-5a0d-487a-9928-6d50c728f983,N
7571-7324-7876-6810,2022-03-09,Aero Continente - AEROCONTINENTE,3167,1555,Debit,Cleared,7cb053f2-8657-4af9-8ad5-b73126d53cd8,N
3857-1447-6225-5173,2022-03-12,Canadian Airlines ,3171,1810,Debit,Processing,2f074058-439e-47b4-94f5-cb9bac991bc3,N
8520-3180-0072-7121,2022-04-25,Nation Air,3172,1104,Debit,Cleared,a2717aee-0430-4e4b-bc9c-a661a95c995f,N
8548-3137-1813-1338,2022-03-18,JetBlue Airways,3174,1217,Debit,Cleared,9fff3ba5-891e-42be-80a7-93494acde1e4,N
0237-1003-1471-2015,2022-04-23,Middle East Air,3175,1630,Debit,Cleared,3cea7b90-3d98-4cdf-b35b-10a42b35c29b,N
8212-3112-7560-1582,2022-05-11,AirTran Airways,3177,1889,Debit,Cleared,c69fce06-9053-4ea4-b305-56cb0bd8b3c3,N
1331-3717-0773-2487,2022-02-16,Mesa Air,3178,2479,Debit,Cleared,9f8b92a1-e4dc-4e44-8c33-37d80689e01c,N
0187-0710-0358-5866,2022-03-04,Westjet Airlines-WESTJET,3180,3499,Debit,Cleared,fde67452-1370-47b9-a31b-805decc27fb8,N
2728-7313-5247-8151,2022-03-03,Malev Hungarian Airlines,3181,602,Debit,Cleared,7ee019c7-45bc-4e01-8ce0-3f8e8eb6c36a,N
0150-6226-3665-1580,2022-03-28,LOT (Poland),3182,3169,Debit,Cleared,b3d5d49d-16a6-4188-a3b0-c22962e8fb31,N
1822-3823-4557-5623,2022-03-13,Oman Aviation - OMAN AIR,3183,1545,Debit,Cleared,d46cb6f6-b2a3-48ab-859d-a181bb6dbbe6,N
1710-0781-4286-7831,2022-02-15,LIAT,3184,748,Debit,Cleared,e844c3c5-0654-4a66-a783-98486b864740,N
6023-5271-2723-4718,2022-04-09,LAV (Venezuela),3185,3331,Debit,Cleared,c09322ac-5c1c-4842-90f7-5a85d7888dd6,N
3128-4025-2617-0310,2022-02-26,LAP (Paraguay),3186,3339,Debit,Cleared,73a165fd-4128-44e0-a06f-16429b882462,N
4056-8121-6765-2045,2022-03-18,LACSA (Costa Rica) ,3187,2499,Debit,Processing,b3832a07-c215-46e9-a186-ebd3a62a67bd,N
5546-5631-0824-4631,2022-02-21,Virgin Express - VIR EXP,3188,2089,Debit,Cleared,915d1659-22d2-42c3-ada6-8ea9ace864c1,N
1007-1847-0342-1858,2022-04-15,Jugoslav Air,3190,2272,Debit,Cleared,27e2567b-e26d-4aca-bbc1-48bcad367014,N
3234-0650-4404-1172,2022-02-24,Island Airlines,3191,1430,Debit,Cleared,5e89996f-e551-4d93-8c5c-510a06ca5e63,N
2301-4826-6816-0315,2022-05-08,Indian Airlines,3193,298,Debit,Cleared,67549e0f-4e69-4f02-b3d6-63f61f74607d,N
8520-3180-0072-7121,2022-03-30,Holiday Airlines,3195,549,Debit,Cleared,e81fe928-5970-43b5-8d67-75b4eb7a1fc6,N
2728-7313-5247-8151,2022-03-30,Hawaiian Air,3196,2294,Debit,Cleared,2013326c-1812-4d25-aaf0-90f72aa472b7,N
4056-8121-6765-2045,2022-03-03,Havasu Airlines,3197,3801,Debit,Cleared,119acfcb-5af6-41f3-b533-f059a798027a,N
8212-3112-7560-1582,2022-05-01,Harbor Airlines,3198,2118,Debit,Cleared,ae8bd50b-5978-4dc8-9231-38abd5ada0f6,N
